Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
4.05,179,1389,22954,77.53,4,1,Petrol,Automatic,Honda,Mixed,Third,17.25
2.55,272,1135,18181,35.44,1,2,Electric,Manual,Ford,City,Second,33.67
3.05,205,2181,17130,31.65,13,3,Electric,Manual,BMW,Highway,First,30.43
2.97,73,1945,8405,60.4,0,3,Petrol,Manual,Honda,Highway,Third,22.78
3.31,224,2267,15862,77.45,12,4,Petrol,Automatic,Ford,City,Second,12.45
4.46,241,1158,26911,79.49,4,2,Diesel,Manual,BMW,Mixed,First,32.51
4.92,116,2425,20249,54.21,9,2,Electric,Automatic,Ford,City,First,20.91
2.63,163,1145,17939,53.4,3,2,Petrol,Manual,Ford,Mixed,Third,23.8
4.31,117,992,18967,62.25,8,5,Petrol,Automatic,Hyundai,City,Second,16.0
4.06,309,2239,10848,57.78,4,5,Diesel,Automatic,Toyota,Highway,First,28.67
3.29,282,2200,11817,61.7,10,1,Diesel,Manual,Toyota,Highway,First,31.8
4.82,393,2286,23011,73.7,9,1,Diesel,Manual,Toyota,Highway,First,26.33
1.8,208,1555,11143,67.32,11,1,Electric,Automatic,Ford,Highway,Second,35.3
1.44,274,2484,19509,54.84,11,5,Diesel,Manual,Honda,City,Second,33.76
4.42,142,1969,15058,53.09,1,4,Electric,Automatic,Toyota,City,First,24.85
2.76,73,1277,13396,61.98,3,1,Diesel,Manual,Honda,Mixed,Second,38.66
4.39,145,1627,27942,52.79,12,3,Electric,Automatic,BMW,City,First,25.19
4.57,398,1689,16771,52.89,11,5,Diesel,Automatic,Toyota,Mixed,First,25.11
1.25,146,1452,10272,30.82,8,4,Electric,Manual,Ford,City,Second,36.37
4.53,373,1207,16366,38.7,7,3,Diesel,Automatic,Hyundai,City,Second,26.44
2.79,325,1085,29265,54.43,2,3,Diesel,Automatic,Ford,City,Third,34.97
3.04,171,1650,20424,71.13,7,5,Petrol,Automatic,Honda,City,Third,17.39
3.51,175,910,18428,43.94,12,2,Electric,Automatic,BMW,Highway,Second,32.88
4.71,108,1419,21024,56.13,1,4,Petrol,Manual,Ford,City,Second,15.95
1.08,383,1592,8747,47.25,2,5,Electric,Automatic,Hyundai,Mixed,Second,34.83
2.91,344,849,14297,35.24,13,2,Petrol,Automatic,Hyundai,Highway,Second,20.49
3.75,157,1837,6607,77.91,4,5,Diesel,Manual,BMW,City,First,30.3
3.89,280,1957,26458,72.73,10,5,Petrol,Manual,Toyota,City,First,13.45
3.77,146,1387,28537,33.92,11,3,Diesel,Automatic,Ford,Mixed,Third,32.73
1.54,146,1395,28117,65.99,13,5,Electric,Automatic,Ford,Highway,Second,38.46
2.2,97,2166,21450,47.38,9,2,Diesel,Automatic,Hyundai,Highway,Third,37.39
2.43,314,1469,20535,79.74,9,3,Petrol,Manual,Honda,Highway,Second,22.62
4.22,135,2109,29384,45.12,7,2,Electric,Automatic,Ford,Highway,Second,28.66
2.12,335,1113,12645,41.94,0,2,Petrol,Automatic,Hyundai,Mixed,Second,22.41
1.84,274,1405,14470,58.39,3,3,Diesel,Manual,Honda,City,First,37.32
4.83,127,1096,9158,71.76,0,2,Diesel,Automatic,Toyota,City,Third,29.52
1.04,270,2429,14005,39.63,0,1,Petrol,Manual,Toyota,Highway,Second,25.33
4.99,294,1368,21786,65.47,11,5,Electric,Automatic,Hyundai,Mixed,Third,23.55
3.71,211,1987,12925,33.07,4,3,Petrol,Manual,Hyundai,City,Third,14.72
4.31,153,1631,18640,75.95,5,3,Diesel,Automatic,Toyota,Highway,First,32.32
2.18,212,2320,9166,34.05,14,1,Electric,Automatic,Hyundai,Highway,First,30.66
1.06,102,1409,24309,75.71,0,1,Petrol,Manual,BMW,Mixed,Second,29.74
3.95,221,815,20076,54.54,10,1,Diesel,Manual,Ford,Mixed,Third,33.94
4.34,227,2167,24377,52.4,5,1,Electric,Automatic,BMW,Mixed,First,24.94
3.96,210,1901,14278,78.67,4,4,Petrol,Manual,Honda,Highway,Third,17.87
1.57,320,2169,5771,79.52,3,3,Electric,Manual,Hyundai,Mixed,Third,32.78
4.01,372,871,16440,62.51,9,2,Diesel,Manual,Hyundai,Highway,Second,33.64
4.08,181,1069,28755,36.36,4,3,Petrol,Automatic,Honda,City,Third,17.22
3.63,213,1086,27097,55.31,7,3,Petrol,Automatic,Ford,Highway,First,21.04
4.06,278,865,13167,56.46,8,3,Diesel,Manual,Toyota,Highway,Second,34.53
4.38,293,1679,6556,55.72,10,1,Diesel,Manual,BMW,City,Second,26.1
3.45,112,867,16150,58.47,13,1,Diesel,Manual,Ford,Mixed,Second,35.83
1.35,333,2016,6151,30.94,11,4,Petrol,Automatic,Toyota,Mixed,First,19.22
2.95,313,1878,26698,65.56,1,3,Diesel,Manual,Toyota,Highway,Second,36.49
1.31,72,1779,22601,65.62,5,5,Petrol,Manual,Hyundai,Highway,Third,28.95
2.63,194,2202,17534,35.77,2,4,Petrol,Automatic,Honda,City,Second,17.16
2.63,337,1773,25328,58.51,14,1,Electric,Manual,Hyundai,Mixed,First,30.12
1.26,153,1991,13039,58.42,1,3,Diesel,Automatic,Honda,City,First,37.63
2.4,85,2232,23426,64.12,11,1,Diesel,Automatic,Hyundai,Highway,Second,36.47
1.44,128,1307,19659,34.27,13,2,Electric,Manual,BMW,Highway,Third,39.8
4.23,246,2360,11303,61.33,12,1,Petrol,Automatic,Hyundai,City,First,8.55
4.79,132,2466,24053,44.04,0,1,Petrol,Automatic,BMW,City,First,10.95
1.29,118,1636,23497,55.35,3,4,Petrol,Automatic,Ford,Mixed,First,26.19
4.82,376,1925,7977,68.67,7,2,Diesel,Automatic,Ford,City,Second,22.27
3.09,315,1685,17541,65.28,2,5,Petrol,Manual,Hyundai,Mixed,First,18.76
2.2,358,1593,25762,35.95,4,5,Electric,Automatic,Ford,Mixed,First,32.53
1.31,355,1221,28611,59.56,13,5,Petrol,Manual,Toyota,City,First,23.02
3.0,84,1574,27645,78.46,9,3,Diesel,Automatic,BMW,City,Second,34.07
4.18,324,1277,5422,37.84,4,5,Diesel,Automatic,Honda,Mixed,First,29.08
3.83,161,1725,16985,72.65,4,3,Petrol,Manual,BMW,City,First,16.19
1.2,348,919,21474,65.13,10,1,Petrol,Automatic,Hyundai,Mixed,Second,24.79
1.29,275,2114,8372,68.7,8,5,Diesel,Manual,Ford,Mixed,Second,36.7
2.61,163,1287,21083,44.1,14,4,Petrol,Automatic,Ford,Highway,Third,22.43
2.18,294,1984,27420,44.39,7,2,Electric,Automatic,Toyota,Mixed,First,31.57
1.93,370,2496,6942,75.3,7,2,Diesel,Manual,Ford,Highway,Second,34.24
2.12,387,877,25189,47.99,12,1,Petrol,Automatic,Hyundai,City,Third,19.96
4.21,268,1861,14950,33.15,12,2,Petrol,Automatic,Hyundai,Mixed,First,11.9
4.72,340,2217,21282,60.03,0,2,Petrol,Manual,Honda,Mixed,Second,12.04
2.62,303,1240,21481,36.24,0,1,Electric,Automatic,BMW,City,Second,31.97
4.62,115,2363,6479,69.83,1,1,Diesel,Automatic,BMW,City,First,25.47
2.29,133,1261,9626,62.09,13,1,Electric,Automatic,BMW,City,First,31.68
2.91,299,1411,15777,73.74,7,4,Petrol,Automatic,Honda,Mixed,Third,18.25
1.9,318,2117,10147,69.24,9,1,Electric,Automatic,Honda,City,First,28.46
3.56,315,2223,25031,35.61,0,1,Petrol,Manual,Honda,City,First,14.86
4.92,144,2459,10443,49.05,14,1,Petrol,Manual,Toyota,Highway,First,11.48
3.41,226,1716,5079,68.73,3,5,Diesel,Automatic,Honda,Highway,Second,33.35
2.43,292,1915,10577,50.87,8,5,Diesel,Automatic,Ford,Mixed,Third,32.5
3.59,259,1408,17901,78.62,1,4,Petrol,Automatic,Toyota,City,Third,16.31
1.49,121,805,7223,66.79,2,4,Petrol,Manual,Ford,City,Third,27.03
4.55,157,1480,7569,30.77,10,2,Petrol,Automatic,BMW,Highway,Second,15.24
3.01,382,1694,14964,74.0,5,5,Diesel,Automatic,Hyundai,Mixed,First,31.23
2.8,135,1070,18768,35.04,12,4,Diesel,Automatic,BMW,City,Second,34.61
3.34,219,2443,25902,37.03,14,4,Petrol,Automatic,Honda,Mixed,Third,13.74
3.5,89,1610,22507,66.72,10,2,Diesel,Manual,Hyundai,Highway,First,36.39
1.29,102,1358,21249,73.25,9,1,Petrol,Automatic,BMW,City,First,24.58
3.73,397,898,7623,56.82,2,3,Electric,Automatic,Toyota,Highway,Third,30.51
1.97,350,1325,6403,44.45,14,2,Diesel,Automatic,Honda,Highway,First,35.94
3.86,115,993,23962,47.57,14,3,Petrol,Automatic,BMW,Highway,Second,20.3
4.29,142,1980,21715,47.14,3,2,Electric,Automatic,Hyundai,City,Third,25.42
4.22,382,2489,12485,46.33,8,2,Petrol,Automatic,Ford,Mixed,Second,8.8
3.21,202,1938,16800,42.15,8,1,Electric,Automatic,BMW,City,First,27.0
3.08,124,1195,22123,60.44,9,4,Diesel,Manual,Toyota,Highway,Third,38.92
1.57,130,1569,17798,75.02,4,5,Diesel,Automatic,Hyundai,Mixed,First,39.73
4.1,77,2480,29617,45.35,6,2,Petrol,Manual,BMW,Highway,Third,17.85
2.09,341,1823,9980,39.33,8,1,Diesel,Manual,Ford,City,Third,32.99
2.99,315,2345,8878,71.93,7,3,Diesel,Automatic,Honda,Mixed,Third,28.97
2.14,245,1679,6949,67.09,10,4,Electric,Automatic,Honda,City,Third,29.69
1.54,185,2037,24844,76.54,6,2,Diesel,Automatic,Honda,Mixed,Third,37.73
3.52,386,1544,23512,38.28,11,3,Electric,Manual,Hyundai,Highway,First,29.89
1.22,340,1482,25881,37.21,7,2,Electric,Manual,Ford,Highway,Third,38.97
3.99,262,2356,23538,57.07,4,5,Electric,Manual,Ford,Highway,Second,28.3
2.27,219,814,26614,60.72,4,5,Diesel,Automatic,BMW,City,Third,38.29
1.0,200,2242,28828,54.01,4,4,Petrol,Automatic,Honda,City,Second,22.74
3.04,171,1167,22621,59.95,0,3,Petrol,Manual,Hyundai,Highway,First,25.27
1.19,379,1437,14958,39.02,5,5,Diesel,Manual,Honda,Highway,Third,41.21
2.1,339,1652,13697,53.98,4,1,Electric,Automatic,Honda,Mixed,Third,31.89
3.83,361,2036,26624,62.9,7,4,Diesel,Manual,BMW,Mixed,Second,29.45
1.25,279,1499,20493,51.64,7,2,Petrol,Manual,BMW,City,Third,23.6
4.36,136,804,15033,63.97,1,3,Electric,Manual,BMW,Mixed,First,31.92
1.02,79,1030,26199,52.56,10,3,Diesel,Manual,Toyota,City,First,43.3
1.99,118,2024,14586,46.68,5,1,Electric,Manual,Toyota,City,Third,33.18
3.96,180,2225,5256,45.18,11,5,Electric,Manual,Hyundai,Mixed,Second,25.1
2.27,390,1972,6720,50.55,10,3,Petrol,Manual,Hyundai,Mixed,First,17.18
1.41,288,2407,18241,31.15,9,1,Electric,Automatic,BMW,Mixed,Third,31.51
2.44,126,2315,21234,63.43,9,1,Diesel,Manual,Ford,Highway,Second,36.93
2.08,352,1811,28731,72.26,14,2,Electric,Automatic,Hyundai,Highway,Second,32.66
4.37,182,2049,12076,47.73,5,1,Electric,Automatic,Toyota,Mixed,First,24.8
2.25,202,1385,6071,32.3,2,4,Diesel,Manual,Toyota,Highway,Third,39.96
4.16,140,968,6622,79.34,0,3,Petrol,Automatic,Honda,City,First,16.77
4.57,152,1560,7066,43.18,6,4,Petrol,Manual,BMW,Highway,Second,16.87
2.74,126,1591,13642,36.33,9,1,Diesel,Automatic,Ford,Highway,First,36.7
4.64,340,1799,5897,48.49,4,1,Electric,Automatic,BMW,Highway,Third,24.61
2.51,180,951,26559,66.93,11,4,Diesel,Manual,Toyota,City,First,37.44
4.86,145,1815,13273,44.7,11,2,Diesel,Automatic,Ford,City,Second,25.0
1.36,227,1023,25558,58.74,9,1,Diesel,Manual,Hyundai,Mixed,First,42.09
3.75,89,1303,10781,50.78,4,4,Petrol,Automatic,Honda,Highway,Second,20.61
2.98,200,2373,25328,35.89,10,4,Electric,Manual,Toyota,Highway,Second,31.27
2.55,398,843,27810,46.51,7,3,Diesel,Manual,Honda,City,Second,35.9
3.53,191,1496,18622,66.24,11,2,Petrol,Automatic,BMW,Highway,First,18.77
3.82,110,1303,18284,60.6,4,5,Petrol,Manual,Ford,City,Third,18.42
1.02,236,2064,15399,35.99,4,4,Electric,Manual,BMW,Highway,Second,38.49
1.67,199,1729,26819,38.17,0,3,Diesel,Automatic,Honda,Mixed,First,39.5
3.85,92,1642,14883,62.04,1,5,Electric,Manual,Toyota,City,Second,29.64
3.67,348,1150,14371,70.67,4,3,Diesel,Automatic,Honda,City,First,30.07
4.86,320,822,24319,47.47,6,3,Petrol,Automatic,Toyota,City,Second,13.2
4.04,78,2459,27217,59.77,2,2,Petrol,Automatic,Honda,Highway,First,17.43
4.8,82,1397,15707,38.53,11,1,Electric,Manual,BMW,Mixed,Second,27.32
3.81,376,1866,13088,45.57,14,2,Diesel,Automatic,Honda,City,Second,24.85
2.19,389,1265,18140,31.01,0,5,Electric,Manual,Hyundai,Mixed,Second,34.65
1.42,121,839,21845,68.41,10,2,Diesel,Automatic,BMW,City,Third,40.63
4.13,278,1102,16093,50.05,11,1,Electric,Automatic,Honda,Mixed,First,26.97
3.58,107,974,21500,70.81,1,2,Petrol,Automatic,Honda,Highway,Third,23.5
1.19,169,1798,10785,65.42,2,2,Electric,Manual,Ford,Highway,First,39.68
2.44,262,2355,11507,71.44,11,2,Diesel,Automatic,BMW,Mixed,Second,30.82
4.83,260,2284,10830,44.28,8,4,Electric,Manual,Ford,Mixed,First,22.12
3.0,120,1420,9561,39.26,7,4,Diesel,Manual,BMW,Highway,First,37.79
2.73,210,2016,19519,78.6,14,2,Electric,Manual,Toyota,Mixed,Second,29.98
2.83,237,1043,29511,65.87,3,1,Diesel,Manual,BMW,Mixed,Second,38.58
1.84,380,1635,5659,71.7,7,1,Diesel,Manual,BMW,Mixed,Second,35.32
2.47,178,1079,23506,30.66,12,1,Diesel,Automatic,Honda,City,First,35.53
2.48,276,1859,16535,47.72,8,1,Electric,Manual,Hyundai,Mixed,Second,31.42
1.21,369,1356,19002,67.14,2,3,Electric,Automatic,BMW,City,Second,34.72
4.07,179,1697,22970,33.9,5,2,Petrol,Automatic,Ford,Highway,First,17.93
2.67,265,2363,9682,58.37,7,2,Diesel,Manual,Hyundai,Highway,Third,33.79
4.29,221,1977,28183,51.45,9,3,Petrol,Automatic,BMW,Highway,First,15.43
4.4,312,1846,20702,30.88,6,1,Petrol,Automatic,Hyundai,Mixed,First,12.36
1.85,197,1518,15939,41.8,8,5,Diesel,Manual,Toyota,Highway,First,40.53
3.63,174,1731,13826,44.24,6,5,Petrol,Manual,Hyundai,City,Second,16.03
2.89,79,890,28371,35.59,0,3,Electric,Automatic,Toyota,City,First,35.58
4.52,217,1189,29359,61.58,8,5,Petrol,Manual,Hyundai,Mixed,Third,16.98
1.86,209,2182,24266,42.12,11,4,Electric,Manual,Hyundai,City,First,31.65
3.71,259,1349,10249,43.88,4,2,Diesel,Automatic,Ford,City,First,29.99
3.43,163,1730,24195,74.91,5,5,Diesel,Manual,Ford,Highway,Second,36.35
2.18,298,2051,17645,53.36,1,4,Diesel,Manual,Honda,City,Second,34.27
1.55,132,2025,26911,49.61,14,2,Petrol,Manual,Hyundai,Highway,Third,25.31
3.61,94,2173,23268,66.19,1,4,Diesel,Manual,Toyota,Highway,First,35.69
3.95,337,1861,14710,75.48,12,2,Diesel,Manual,Hyundai,City,First,26.57
2.26,350,1532,13813,31.25,3,2,Electric,Manual,BMW,City,First,31.56
3.58,80,1299,17769,52.41,3,5,Petrol,Automatic,Toyota,Mixed,First,20.01
2.58,389,1866,19161,60.54,4,3,Petrol,Manual,BMW,Mixed,First,18.62
3.85,270,1670,26457,45.93,6,5,Diesel,Automatic,Honda,City,First,29.23
1.8,195,2449,14729,68.62,12,1,Petrol,Automatic,BMW,Highway,Second,20.42
4.56,375,1316,20680,78.57,10,4,Diesel,Automatic,Honda,Highway,Third,29.23
2.15,259,867,21147,77.17,11,1,Electric,Automatic,Honda,Mixed,First,34.79
2.47,158,922,26800,43.3,14,2,Petrol,Manual,Honda,Highway,First,25.9
1.23,185,1135,27184,41.32,0,5,Petrol,Automatic,BMW,Mixed,Second,28.18
1.45,246,1976,28279,77.87,9,1,Electric,Manual,Honda,Highway,First,37.43
3.06,83,1773,15262,52.93,3,1,Petrol,Automatic,Honda,City,Second,18.28
2.07,326,1578,27699,40.41,12,1,Diesel,Automatic,Ford,City,Third,33.58
4.34,278,2492,26314,65.35,8,2,Petrol,Manual,Hyundai,Highway,First,13.99
1.06,350,1985,7365,44.22,7,2,Petrol,Manual,Honda,Mixed,Third,22.09
2.52,397,2037,18195,43.36,2,2,Electric,Automatic,Toyota,City,First,27.72
2.35,394,2199,16037,73.96,5,1,Electric,Manual,Toyota,Mixed,Third,29.71
1.08,174,2266,16230,38.12,10,4,Diesel,Automatic,Ford,City,Third,35.61
1.5,216,1222,22238,33.22,8,5,Petrol,Manual,BMW,Highway,First,27.97
2.65,348,2361,20552,43.46,7,5,Petrol,Manual,BMW,City,Third,15.23
2.97,78,1738,7728,60.35,6,2,Electric,Automatic,BMW,Highway,Second,33.12
2.62,187,1603,22299,36.15,6,1,Diesel,Manual,Honda,Mixed,Second,36.75
3.12,163,1433,20477,53.58,0,4,Petrol,Automatic,BMW,City,Third,19.29
3.38,213,2053,28557,61.37,14,3,Diesel,Manual,BMW,Mixed,Third,31.49
1.04,358,1882,9938,72.44,4,2,Petrol,Automatic,Hyundai,Mixed,Second,21.96
2.86,83,895,5131,41.49,6,3,Electric,Automatic,Honda,Highway,First,36.18
4.85,326,2085,24977,70.87,13,5,Electric,Automatic,Honda,Mixed,Second,20.99
3.08,255,1153,5293,41.75,12,5,Electric,Manual,Toyota,City,Third,29.11
3.71,276,2135,19727,63.84,1,4,Electric,Automatic,Toyota,Highway,Second,28.81
2.25,241,1959,15488,51.53,14,4,Electric,Automatic,Hyundai,Highway,First,31.85
4.1,339,1766,25069,35.73,5,3,Electric,Manual,Ford,Highway,Second,29.04
4.09,290,1722,29400,65.71,13,5,Diesel,Automatic,Honda,Mixed,First,28.5
3.09,221,1272,29146,40.89,1,4,Electric,Automatic,Toyota,City,Third,31.76
4.9,180,2455,11846,38.83,2,4,Diesel,Automatic,BMW,City,Second,23.71
1.5,252,1229,12584,47.92,0,5,Electric,Manual,Honda,City,Second,36.69
1.07,141,1774,28694,62.66,2,5,Petrol,Manual,Honda,Highway,First,29.93
4.08,352,1336,26740,41.7,14,1,Petrol,Automatic,Honda,Highway,Second,15.76
4.23,143,1969,21670,39.18,6,4,Petrol,Manual,Toyota,City,Second,14.29
1.48,284,2347,13641,30.5,4,3,Diesel,Automatic,Hyundai,Mixed,First,35.09
2.06,397,886,16432,53.58,3,2,Electric,Manual,Toyota,Highway,Second,37.62
1.07,92,908,27970,51.43,14,2,Diesel,Automatic,BMW,City,First,41.64
2.17,137,2246,15895,41.69,14,5,Electric,Automatic,BMW,Mixed,Third,30.35
4.09,162,2168,10303,32.68,12,3,Petrol,Automatic,Ford,Highway,Second,14.11
3.07,390,2089,24500,51.46,11,1,Diesel,Manual,Toyota,Highway,First,32.45
2.39,393,2409,27258,69.41,7,4,Electric,Automatic,Toyota,Highway,First,30.19
2.49,132,1793,28354,65.76,7,1,Diesel,Automatic,Ford,City,Second,34.8
1.01,293,2317,29532,73.04,0,3,Diesel,Manual,Ford,Highway,First,41.82
2.2,294,2156,13444,30.48,8,1,Petrol,Manual,Honda,Highway,Third,20.8
3.59,172,1621,14611,78.32,13,5,Petrol,Automatic,Honda,Mixed,Third,15.68
4.9,284,2236,15528,47.07,8,2,Petrol,Manual,BMW,City,Second,8.64
4.39,261,2437,22619,79.52,1,5,Petrol,Automatic,Hyundai,Mixed,Third,11.99
1.09,229,1736,5999,42.63,1,4,Petrol,Manual,BMW,Highway,Second,27.32
4.59,276,1804,8760,53.58,7,5,Electric,Manual,Toyota,City,Second,22.89
4.13,338,1448,9116,47.7,11,3,Electric,Automatic,Hyundai,City,First,22.99
4.12,263,990,9411,47.79,10,3,Petrol,Automatic,Honda,Highway,First,17.24
2.83,221,1732,26941,72.11,5,4,Petrol,Automatic,Ford,City,First,18.09
2.59,306,941,26736,67.32,2,4,Petrol,Manual,Ford,City,First,22.36
2.21,157,1896,15362,79.61,11,2,Diesel,Automatic,BMW,Mixed,Second,34.74
1.26,80,1639,16113,60.68,1,1,Petrol,Manual,Toyota,City,First,26.19
1.91,256,1990,8683,53.16,4,2,Electric,Automatic,Toyota,City,First,30.42
1.99,283,967,23645,34.5,14,5,Electric,Automatic,Ford,Mixed,Third,34.34
2.94,84,1365,19982,79.83,7,1,Diesel,Automatic,BMW,Highway,Second,38.22
3.99,335,2082,6853,57.58,5,4,Electric,Manual,BMW,Mixed,Third,24.84
2.9,366,2262,18079,65.02,11,3,Petrol,Automatic,Honda,Highway,Third,15.91
1.23,142,1934,11895,50.34,2,5,Diesel,Manual,Honda,Highway,Third,42.48
4.83,121,1543,24374,57.39,11,2,Diesel,Automatic,Honda,Highway,First,30.73
4.77,197,1472,17935,77.13,11,4,Electric,Automatic,Hyundai,Mixed,Second,24.73
4.14,97,1663,17552,38.32,8,1,Petrol,Manual,BMW,Highway,Third,18.99
4.97,134,1638,21053,44.62,7,1,Petrol,Manual,BMW,Mixed,Third,14.44
3.18,86,1330,5862,37.6,9,3,Petrol,Manual,Honda,Mixed,Second,20.28
4.85,207,2113,9527,69.61,5,4,Diesel,Automatic,Ford,Highway,First,27.53
1.3,388,1773,17247,33.1,0,4,Electric,Automatic,Honda,Highway,Third,36.45
2.46,298,1361,22603,34.08,1,5,Electric,Manual,Hyundai,Mixed,Second,34.74
1.9,323,2333,8795,44.92,3,5,Electric,Automatic,Ford,Mixed,First,30.15
1.78,279,974,17796,55.71,1,1,Petrol,Manual,BMW,Highway,First,28.1
1.56,363,1101,17734,50.31,2,2,Diesel,Manual,Hyundai,Highway,First,42.17
3.49,300,984,5527,32.24,13,1,Diesel,Automatic,Hyundai,Highway,First,32.99
4.13,310,2162,28753,77.87,7,5,Electric,Manual,Ford,Mixed,First,25.83
3.31,139,1309,7922,77.64,8,5,Electric,Automatic,Honda,Mixed,Second,30.46
1.59,173,1618,10849,43.97,5,5,Diesel,Manual,Honda,Mixed,First,39.44
4.24,273,2133,22546,66.58,3,1,Electric,Automatic,Toyota,Highway,Third,27.02
3.54,122,2330,17956,58.93,10,4,Diesel,Manual,Ford,City,Second,29.44
2.55,399,2169,22230,41.87,1,2,Diesel,Automatic,Honda,City,Third,30.64
3.7,123,1904,11959,43.11,6,2,Electric,Manual,Hyundai,City,Third,27.68
2.04,345,2197,8086,54.56,9,5,Diesel,Automatic,Honda,City,First,30.26
2.38,100,955,14962,50.96,10,3,Diesel,Automatic,Honda,City,First,36.85
4.67,204,1586,24667,44.56,6,1,Electric,Automatic,Hyundai,Mixed,Second,26.05
2.16,127,1594,20419,70.38,9,4,Electric,Manual,Ford,Highway,Second,37.28
2.88,174,1231,8323,54.07,8,5,Electric,Automatic,Toyota,Highway,Third,33.71
4.56,335,2323,5445,62.74,4,3,Diesel,Manual,Honda,Highway,First,27.26
3.83,79,1560,22409,39.46,9,5,Electric,Manual,Honda,Highway,First,32.8
1.25,322,946,14963,56.68,3,3,Electric,Manual,Honda,Highway,Third,40.81
1.59,364,1280,22743,45.9,9,2,Diesel,Automatic,Ford,City,First,35.89
1.03,225,1234,29594,56.32,5,3,Diesel,Manual,Hyundai,Highway,Second,45.47
3.52,227,2342,27497,69.04,11,2,Electric,Manual,Hyundai,Highway,Third,29.31
2.79,106,2492,20437,68.45,1,2,Electric,Automatic,Hyundai,City,First,29.11
1.54,188,868,21855,47.71,1,1,Diesel,Automatic,Hyundai,Highway,Third,44.48
4.83,136,2429,21411,64.71,11,3,Diesel,Automatic,Hyundai,City,First,23.71
3.12,311,1674,15847,77.06,8,4,Petrol,Automatic,Hyundai,City,First,14.83
1.97,368,985,8236,61.28,6,4,Diesel,Manual,Honda,Mixed,First,37.73
3.0,282,1703,25332,37.42,6,3,Diesel,Manual,Honda,Highway,Second,36.31
3.72,377,1481,18487,63.99,12,1,Petrol,Manual,Hyundai,Highway,Third,16.95
1.3,170,1003,16848,35.25,4,4,Electric,Manual,Hyundai,Highway,Second,42.22
2.1,125,1353,18155,73.61,6,5,Petrol,Manual,Ford,City,Second,23.2
4.23,393,812,16255,55.83,8,4,Diesel,Automatic,Ford,Mixed,Third,29.85
2.84,308,1465,27556,49.26,9,1,Petrol,Manual,BMW,Highway,Third,21.99
3.19,300,2097,6979,32.85,4,2,Petrol,Automatic,Honda,City,First,13.27
2.73,161,2121,26305,49.04,8,2,Petrol,Automatic,Hyundai,City,First,17.15
1.18,348,850,14007,75.16,0,2,Petrol,Manual,Honda,City,Third,26.02
1.66,178,1299,7326,31.05,12,1,Petrol,Manual,BMW,City,First,22.25
2.78,386,1168,7330,53.73,14,2,Petrol,Manual,Ford,Mixed,First,17.73
1.84,237,1523,29030,76.56,11,2,Electric,Automatic,BMW,Mixed,Third,34.38
1.2,369,2479,6002,49.74,2,1,Petrol,Automatic,Toyota,City,Second,17.79
4.37,287,1156,14734,51.41,6,5,Petrol,Automatic,Ford,Highway,Third,16.7
4.92,291,1826,11448,58.93,3,4,Petrol,Manual,Honda,Mixed,Third,12.03
4.17,230,2077,11837,53.15,14,1,Petrol,Automatic,Ford,Highway,Second,13.12
4.42,85,2298,17396,38.43,1,1,Diesel,Automatic,BMW,Highway,First,31.07
1.97,347,1646,27851,30.93,11,3,Petrol,Automatic,Hyundai,Mixed,Second,20.12
4.84,126,2329,12354,60.49,13,2,Petrol,Automatic,BMW,Highway,Second,11.54
1.79,131,1055,19251,76.04,2,5,Petrol,Manual,BMW,Mixed,Third,27.49
4.81,396,2433,7529,35.32,6,3,Electric,Automatic,Hyundai,Mixed,First,18.93
4.98,311,1973,18209,40.55,7,5,Petrol,Manual,Honda,Highway,First,12.88
3.85,159,2311,22814,48.51,10,2,Diesel,Manual,Honda,Highway,Second,31.97
4.92,141,1078,8912,70.44,8,2,Electric,Manual,Ford,City,Third,25.85
3.28,395,1882,22916,43.46,5,2,Diesel,Manual,BMW,Mixed,Second,31.4
2.04,99,1245,23276,74.1,9,4,Electric,Automatic,Ford,Highway,First,38.28
2.75,357,912,16316,32.75,8,5,Electric,Manual,Hyundai,Mixed,First,32.89
3.37,155,1635,6421,77.05,3,5,Petrol,Manual,Toyota,City,Third,17.41
1.29,303,1554,18510,58.04,11,3,Petrol,Automatic,Honda,City,Third,20.88
3.49,304,2392,29966,62.94,4,1,Electric,Automatic,Hyundai,City,Second,25.07
4.92,382,2312,27152,48.38,0,2,Petrol,Automatic,Honda,City,Third,8.33
1.76,334,2230,24202,69.1,13,2,Petrol,Automatic,Ford,City,Second,16.74
4.17,356,1166,16152,38.33,8,3,Electric,Manual,Toyota,City,Third,25.93
4.63,396,1883,10617,32.45,8,5,Electric,Automatic,BMW,City,Second,19.82
4.77,338,1128,6195,49.78,8,4,Diesel,Automatic,Honda,City,First,25.37
4.84,255,1527,11229,72.68,2,5,Electric,Manual,BMW,Mixed,First,25.92
3.09,200,2292,10305,67.75,12,4,Diesel,Manual,Ford,Highway,First,32.61
4.91,360,1805,13077,55.86,14,4,Diesel,Automatic,Honda,Mixed,First,23.22
4.03,346,2390,20880,58.61,9,5,Petrol,Manual,Ford,Mixed,First,11.88
1.65,389,1519,14345,36.49,9,2,Petrol,Automatic,BMW,Highway,First,22.35
